"person";"txt"
"Rachel";"(holding the phone out to Chandler) Chandler? It's Alan, he wants tospeak to you."
"Chandler";"Really? He does? (taking the phone) Hey, buddy, what's up! Oh, shetold you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it'snot that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like thatbefore. Well, okay, thanks! (He hands the phone back and stubs out his cigarette.)"
"Rachel";"(to Ross, who has wandered up) God, he's good."
"Ross";"If only he were a woman."
"Rachel";"Yeah."
"Chandler";"Ooh, Lambchop. How old is that sock? If I had a sock on my hand forthirty years it'd be talking too."
"Ross";"Okay. I think it's time to change somebody's nicotine patch. (Does so.)"
"Monica";"(entering) Hey. Where's Joey?"
"Chandler";"Joey ate my last stick of gum, so I killed him. Do you think that waswrong?"
"Rachel";"I think he's across the hall."
"Monica";"Thanks. (Goes to fetch him.)"
"Ross";"(finishing changing Chandler's nicotine patch) There y'go."
"Chandler";"(deadpan) Ooh, I'm alive with pleasure now."
"Ross";"Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?"
"Phoebe";"Does anyone want the rest of this Pop-Tart?"
"Ross";"Hey, I might!"
"Phoebe";"Sorry. ..Y'know, those stupid soda people gave me seven thousand dollarsfor the thumb."
"All";"You're kidding. Oh my God."
"Phoebe";"And on my way over here, I stepped in gum. ...What is up with theuniverse?!"
"Joey";"(dragged in by Monica, he has just gotten out of the shower) What's goingon?"
"Monica";"Nothing. I just think it's nice when we're all here together."
"Joey";"Even nicer when everyone gets to wear their underwear.."
"Rachel";"Uh, Joey.."
"Joey";"Oh, God! (Hurriedly closes his legs.)"
"Monica";"(turns off the TV) Okay.."
"All";"Oh! That was Lambchop!"
"Monica";"Please, guys, we have to talk."
"Phoebe";"Wait, wait, I'm getting a"
"Monica";"Alright, we have to talk."
"Phoebe";"There it is!"
"Monica";"Okay. It's-it's about Alan. There's something that you should know. Imean, there's really no easy way to say this.. uh.. I've decided to break up with Alan."
"Ross";"Is there somebody else?"
"Monica";"No, nononono.. it's just.. things change. People change."
"Rachel";"We didn't change.."
"Joey";"So that's it? It's over? Just like that?"
"Phoebe";"You know.. you let your guard down, you start to really care aboutsomeone, and I just- I- (starts chewing her hair)"
"Monica";"Look, I- I could go on pretending-"
"Joey";"Okay!"
"Monica";"-but that wouldn't be fair to me, it wouldn't be fair to Alan- Itwouldn't be fair to you!"
"Ross";"Who-who wants fair? Y'know, I just want things back. Y'know, the way theywere."
"Monica";"I'm sorry.."
"Chandler";"(sarcastic) Oh, she's sorry! I feel better!"
"Rachel";"(tearful) I just can't believe this! I mean, with the holidays comingup- I wanted him to meet my family-"
"Monica";"I'll meet somone else. There'll be other Alans."
"All";"Oh, yeah! Right!"
"Monica";"Are you guys gonna be okay?"
"Ross";"Hey hey, we'll be fine. We're just gonna need a little time."
"Monica";"(dubious) I understand."
"Alan";"Wow."
"Monica";"I'm, I'm really sorry."
"Alan";"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved."
"Monica";"Relieved?"
"Alan";"Yeah, well, I had a great time with you.. I just can't stand your friends."
"Rachel";"Remember when we went to Central Park and rented boats?.. That was fun."
"Ross";"Yeah. He could row like a viking."
"Monica";"(entering) Hi."
"All";"Mmm."
"Ross";"So how'd it go?"
"Monica";"Oh, y'know.."
"Phoebe";"Did he mention us?"
"Monica";"He said he's really gonna miss you guys. (dubious look)"
"Ross";"You had a rough day, huh.. c'mere. (She sits down and Ross strokes herforehead.)"
"Chandler";"...That's it. I'm getting cigarettes."
"All";"No no no!"
"Chandler";"(leaving) I don't care, I don't care! Game's over! I'm weak! I'vegotta smoke! I've gotta have the smoke!"
"Phoebe";"(shouting as he leaves) If you never smoke again I'll give you seventhousand dollars!"
"Monica";"Would you let it go? It's not that big a deal."
"Ross";"Not that big a deal? It's amazing. Ok, you just reach in there, there'sone little maneuver, and bam, a bra right out the sleeve. All right, as far as I'mconcerned, there is nothing a guy can do that even comes close. Am I right?"
"Rachel";"Come on! You guys can pee standing up."
"Chandler";"We can? All right, I'm tryin' that."
"Joey";"Ok, you know what blows my mind? Women can see breasts any time they want.You just look down and there they are. How you get any work done is beyond me."
"Phoebe";"Oh, ok, you know what I don't get? The way guys can do so many meanthings, and then not even care."
"Ross";"Multiple orgasms!"
"Chandler";"So, Saturday night, the big night, date night, Saturday night,Sat-ur-day night!"
"Joey";"No plans, huh?"
"Chandler";"Not a one."
"Ross";"Not even, say, breaking up with Janice?"
"Chandler";"Oh, right, right, shut up."
"Monica";"Chandler, nobody likes breaking up with someone. You just gotta do it."
"Chandler";"No, I know, but it's just so hard, you know? I mean, you're sittingthere with her, she has no idea what's happening, and then you finally get up the courageto do it, and there's the horrible awkward moment when you've handed her the note."
"Joey";"Why do you have to break up with her? Be a man, just stop calling."
"Phoebe";"You know, if you want, I'll do it with you."
"Chandler";"Oh, thanks, but I think she'd feel like we're gangin' up on her."
"Phoebe";"No, I mean you break up with Janice and I'll break up with Tony."
"Ross";"Tony?"
"Monica";"Oh, you're breaking up with Tony?"
"Phoebe";"Yeah, I know, he's sweet, but it's just not fun anymore, you know? Idon't know if it's me, or his hunger strike, or, I don't know."
"Rachel";"(waitressing) Does anybody want anything else?"
"Ross";"Oh, yeah, last week you had a wonderful, nutty, chocolatey kind of a cakeypie thing. (Rachel gives him a dirty look) Nothing, just, just, I'm fine."
"Phoebe";"(to Rachel) What's the matter? Why so scrunchy?"
"Rachel";"It's my father. He wants to give me a Mercedes convertible."
"Ross";"That guy, he burns me up."
"Rachel";"Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. Hecalled me"
"Chandler";"Ooh, I hate when my father calls me that."
"Monica";"Did he give you that whole "You're-not-up-to-this" thingagain?"
"Rachel";"Oh, yeah, yeah. Actually, I got the extended disco version, with threechoruses of "You'll never make it on your own"."
"Phoebe";"(rhythmically) Uh-huh, uh-huh."
"Angela";"Hi, Joey."
"Joey";"My god, Angela."
"Monica";"Wow, being dumped by you obviously agrees with her."
"Phoebe";"Are you gonna go over there?"
"Joey";"No, yeah, no, ok, but not yet. I don't wanna seem too eager. OneMississippi, two Mississippi, three Mississippi. That seems pretty cool. (he walks over toher) Hey, Angela."
"Angela";"(casually) Joey."
"Joey";"You look good."
"Angela";"That's because I'm wearing a dress that accents my boobs."
"Joey";"You don't say."
"Ross";"So, uh, Rachel, what are you, uh, what're you doing tonight?"
"Rachel";"Oh, big glamour night. Me and Monica at Laundorama."
"Ross";"Oh, you uh, you wanna hear a freaky coincidence? Guess who's doing laundrythere too?"
"Rachel";"Who?"
"Ross";"Me. Was that not clear? Hey, why don't, um, why don't I just join youboth, here?"
"Rachel";"Don't you have a laundry room in your building?"
"Ross";"Yes, I do have a laundry room in my building, um, but there's a.... ratproblem. Apparently they're attracted to the dryer sheets, and they're goin' in fine, butthey're comin' out all.... fluffy. Anyway, say, sevenish?"
"Rachel";"Sure."
"Angela";"Forget it Joey. I'm with Bob now."
"Joey";"Bob? Who the hell's Bob?"
"Angela";"Bob is great. He's smart, he's sophisticated, and he has a real job.You, you go on three auditions a month and you call yourself an actor, but Bob..."
"Joey";"Come on, we were great together. And not just at the fun stuff, but like,talking too."
"Angela";"Yeah, well, sorry, Joe. You said let's just be friends, so guess what?"
"Joey";"What?"
"Angela";"We're just friends."
"Joey";"Fine, fine, so, why don't the four of us go out and have dinner togethertonight? You know, as friends?"
"Angela";"What four of us?"
"Joey";"You know, you and Bob, and me and my girlfriend, uh, uh, Monica."
"Joey";"Monica, I'm tellin' you, this guy is perfect for you."
"Monica";"Forget it. Not after your cousin who could belch the alphabet."
"Joey";"Come on. This guy's great. His name's Bob. He's Angela's... brother. He'ssmart, he's sophisticated, and he has a real job. Me, I go on three auditions a month andcall myself an actor, but Bob is..."
"Monica";"(looking out window) Oh, god help us."
"Joey";"What?"
"Monica";"Ugly Naked Guy's laying kitchen tile. Eww!"
"Joey";"Eww! Look, I'm asking a favor here. If I do this for her brother, maybeAngela will come back to me."
"Monica";"What's going on here? You go out with tons of girls."
"Joey";"(proud) I know, but, I made a huge mistake. I never should have broken upwith her. Will you help me? Please?"
"Ross";"(on phone) Ok, bye. (hangs up) Well, Monica's not coming, it's just gonnabe me and Rachel."
"Chandler";"Oh. Well, hold on camper, are you sure you've thought this thingthrough?"
"Ross";"It's laundry. The thinking through is minimal."
"Chandler";"It's just you and Rachel, just the two of you? This is a date. You'regoing on a date."
"Ross";"Nuh-uh."
"Chandler";"Yuh-huh."
"Ross";"So what're you saying here? I should shave again, pick up some wine, what?"
"Chandler";"Well, you may wanna rethink the dirty underwear. This is basically thefirst time she's gonna see your underwear—you want it to be dirty?"
"Ross";"(sheepish) No."
"Chandler";"Oh, and uh, the fabric softener?"
"Ross";"Ok, ok, now what is wrong with my"
"Chandler";"There you go."
"Monica";"Thank you. So what does this Bob guy look like? Is he tall? Short?"
"Joey";"Yep."
"Monica";"Which?"
"Joey";"Which what?"
"Monica";"You've never met Bob, have you?"
"Joey";"No, but he's..."
"Monica";"Oh my god, Joey, for all we know this guy could be horribly..."
"Angela";"Hey, Joey."
"Monica";"...horribly attractive. I'll be shutting up now."
"Chandler";"Where are they? Where are they?"
"Phoebe";"This is nice. We never do anything just the two of us."
"Chandler";"It's great. Maybe tomorrow we can rent a car and run over somepuppies."
"Phoebe";"Eww, I don't wanna do that."
"Chandler";"Here we go."
"Phoebe";"Ok, have a good break-up."
"Chandler";"Hey, Janice."
"Janice";"Oh, my god, I am so glad you called me. I had the most supremely awfulday."
"Chandler";"Hey, that's not good. Can I get an espresso and a latte over here,please?"
"Janice";"We got the proofs back from that photo shoot, you know, the one with thelittle vegetables. Anyway, they pretty much sucked, so, I blew off the rest of the day,and I went shopping...(looks through her bags)... and I got you, I'm looking, I'm looking,I'm looking, I got you..."
"Chandler";"What?"
"Janice";"What?"
"Chandler";"(covering) What... did you get me there?"
"Janice";"I got you...these. (pulls out a pair of socks)"
"Chandler";"Bullwinkle socks. That's so sweet."
"Janice";"Well, I knew you had the Rockys, and so I figured, you know, you canwear Bullwinkle and Bullwinkle, or you can wear Rocky and Rocky,or, you can mix and match,moose and squirrel. Whatever you want."
"Chandler";"That's great."
"Chandler";"Well, I'm gonna get another espresso. Can I get you another latte?"
"Janice";"(holding the full cup) No, no, I'm still working on mine."
"Chandler";"That's it?"
"Phoebe";"Yeah, it was really hard."
"Chandler";"Oh, yeah, that hug looked pretty brutal."
"Phoebe";"Ok, you weren't there."
"Woman";"Comin' through. Move, move."
"Rachel";"Oh, 'scuse me. I was kinda using that machine."
"Woman";"Yeah, well, now you're kinda not."
"Rachel";"But I saved it. I put my basket on top."
"Woman";"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, Idon't see suds."
"Rachel";"What?"
"Woman";"No suds, no save. Ok?"
"Ross";"What's goin' on?"
"Rachel";"Hi, uh, nothing. That horrible woman just took my machine."
"Ross";"Was your basket on top?"
"Rachel";"Yeah, but, there were no suds."
"Ross";"So?"
"Rachel";"Well, you know, no suds, no save."
"Ross";"No suds? Excuse me, hold on a second. (to woman) That's my friend'smachine."
"Woman";"Hey, hey, hey, her stuff wasn't in it."
"Ross";"Hey, hey, hey, that's not the rule and you know it."
"Ross";"(to the crowd in the laundromat) All right, show's over. Nothing to seehere. (to Rachel) Ok, let's do laundry."
"Rachel";"That was amazing. I can't even send back soup."
"Ross";"Well, that's because you're such a sweet, gentle, uh...Do you, uh, doyou...Oh, hey, uh you must need detergent."
"Rachel";"What's that?"
"Ross";"Rach, do you uh, are you gonna separate those?"
"Rachel";"Oh god. Oh, am I being like a total laundry spaz? I mean, am I supposedto use like one machine for shirts and another machine for pants?"
"Ross";"Rach, have you never done this before?"
"Rachel";"Well, not myself, but I know other people that have. Ok, you caught me.I'm a laundry virgin."
"Ross";"Uh, well, don't worry, I'll use the gentle cycle. Ok, um, basically youwanna use one machine for all your whites, a whole nother machine for colors, and a thirdfor your uh, your uh, delicates, and that would be your bras and your under-panty things."
"Rachel";"(holds a pair of panties in front of Ross) Ok, Well, what about theseare white cotton panties. Would they go with whites or delicates?"
"Ross";"(visibly nervous) Uh, that, that, that would be a judgment call."
"Monica";"(to Joey) He is so cute. (to Angela and Bob) So, where did you guys growup?"
"Angela";"Brooklyn Heights."
"Bob";"Cleveland."
"Monica";"How, how did that happen?"
"Joey";"Oh my god."
"Monica";"What?"
"Joey";"I suddenly had the feeling that I was falling. But I'm not."
"Joey";"So, you and Angela, huh?"
"Bob";"Yep. Pretty much."
"Joey";"You're a lucky man. You know what I miss the most about her? That cutenibbly noise when she eats. Like a happy little squirrel, or a weasel."
"Bob";"Huh, I never really noticed."
"Joey";"Oh, yeah, yeah, listen for it."
"Bob";"Monica, Monica is great."
"Joey";"Yeah, but it's not gonna last. She's too much for me in bed. Sexually."
"Monica";"I've gotta tell you, Bob is terrific."
"Angela";"Yeah, isn't he?"
"Monica";"It is so great to meet a guy who is smart and funny, and has anemotional age beyond, like eight."
